source_addresses,recipient_address,amount_phmn,note
juno1wtpn57dge2h8wyasgt3s9a0ky73tvlpaacgc3h,cosmos1wtpn57dge2h8wyasgt3s9a0ky73tvlpat2trkt,0.015646,
juno1mll75z09k8hnch8am6l0r8uu3hues9chg4t6sc,cosmos1mll75z09k8hnch8am6l0r8uu3hues9ch78gphy,0.015645,
juno1j8mtvjx92v665fzmuhpg75svrkyqr85wj5zm0s,cosmos1j8mtvjx92v665fzmuhpg75svrkyqr85wyxpqgv,0.015638,
juno1ra74nlegxjjw2xnyvzm764uref7kwquncmaw08,cosmos1ra74nlegxjjw2xnyvzm764uref7kwqunwf74gm,0.015636,
juno15yv5357a56ygtf0jj993gxzewmt30apylg4u4d,cosmos15yv5357a56ygtf0jj993gxzewmt30apyf6k8j3,0.015635,
juno19hw2evz40vvn2yxpd6e6mxnclnff74tye5pj7h,cosmos19hw2evz40vvn2yxpd6e6mxnclnff74ty0xzfet,0.015623,
juno1vhl50g0vz59xeccx8t08plun2sewkdvy646v3v,cosmos1vhl50g0vz59xeccx8t08plun2sewkdvyv8ehks,0.015604,
juno18l0tegg3r3mx0lzl3klt6gqhkysuvuhjsjfx77,cosmos18l0tegg3r3mx0lzl3klt6gqhkysuvuhjxq2aez,0.015602,
juno1xzzc8d4hg0rxnkz0vmw9yxq3emvk832ad48tgk,cosmos1xzzc8d4hg0rxnkz0vmw9yxq3emvk832am8ys02,0.015599,
juno194rvajmruy5uxz04hg2dx3lm9xajf6ucwf6usq,cosmos194rvajmruy5uxz04hg2dx3lm9xajf6uccme8hu,0.015593,
juno1navav5z8ja9pu09xdwzeys8q7rrcpey57hjudg,cosmos1navav5z8ja9pu09xdwzeys8q7rrcpey5g93825,0.015593,
juno1ugfkw2cc4wvpgzq47n9kfqtlga7m64exm3n7za,cosmos1ugfkw2cc4wvpgzq47n9kfqtlga7m64exdrs99p,0.015593,
juno1hku7va5lr4zrw207fpdkx75xuwyp28ql78u8jk,cosmos1hku7va5lr4zrw207fpdkx75xuwyp28qlg4lu42,0.015592,
juno1fjuq5uyjkhtcj09alwgtj45qv7q6lw47780w8g,cosmos1fjuq5uyjkhtcj09alwgtj45qv7q6lw47g4v4q5,0.015591,
juno1wtnh0j8d9y07jvektytkdvzhk8s36jj5khjaur,cosmos1wtnh0j8d9y07jvektytkdvzhk8s36jj5q93xml,0.015570,
juno1tp70atzc32y3xz5wk5yny46mvpezey85945czn,cosmos1tp70atzc32y3xz5wk5yny46mvpezey85n8hr90,0.015559,
juno1krcz3m33wkyg5r7ypg90qr52nf4350z9axhsaw,cosmos1krcz3m33wkyg5r7ypg90qr52nf4350z9t55t6j,0.015551,
juno1fzhv5nff46gkff9nl49eua4syxcegux6xq0tny,cosmos1fzhv5nff46gkff9nl49eua4syxcegux6sjvs5c,0.015523,
juno1yxtrp2h7hm3vsupdfy4sxwerttxa3wnje6u6d7,cosmos1yxtrp2h7hm3vsupdfy4sxwerttxa3wnj0glp2z,0.015522,
juno1m8r8m76cqd333jrvg5wdc5vewlul6e2gwz5rkr,cosmos1m8r8m76cqd333jrvg5wdc5vewlul6e2gcshc3l,0.015515,
juno174vl23furcfam86rv42fyswne304amg6a85znm,cosmos174vl23furcfam86rv42fyswne304amg6t4he58,0.015514,
juno1g73wjnp0j3u425u7g6q7n0xe5rz43nr0dzk3q6,cosmos1g73wjnp0j3u425u7g6q7n0xe5rz43nr0ms428x,0.015508,
juno1hu6vl7npsxcqg2vqllpzkmh87xfmc7pd44hk3h,cosmos1hu6vl7npsxcqg2vqllpzkmh87xfmc7pdr85dkt,0.015505,
juno1dx0ejfg49kr8my07fn7tugvceu603kya6vgt50,cosmos1dx0ejfg49kr8my07fn7tugvceu603kyav7tsnn,0.015495,
juno14d2jk520y7qugtcl308qxgvx90wfhfdnye2sx4,cosmos14d2jk520y7qugtcl308qxgvx90wfhfdnjtftpf,0.015493,
juno1j5lat9vflvmy752sm3rvxy4djcqtp3tms0xqyd,cosmos1j5lat9vflvmy752sm3rvxy4djcqtp3tmxa9mr3,0.015485,
juno1re3wh4z63r0ne8uqw9qkgtn5j2zzq7s3mfs7dd,cosmos1re3wh4z63r0ne8uqw9qkgtn5j2zzq7s3dmn923,0.015477,
juno1jpnjm3tu9vg4ccp2m2htruux662ndex29l4f5y,cosmos1jpnjm3tu9vg4ccp2m2htruux662ndex2ndkjnc,0.015456,
juno1z8fasypy5emc7ld7hunhq68eg4v54efjpdy74r,cosmos1z8fasypy5emc7ld7hunhq68eg4v54efjhl89jl,0.015454,
juno1wjug4czy6frg42tsq2uccvsercz0xgtmyqyp5z,cosmos1wjug4czy6frg42tsq2uccvsercz0xgtmjj86n7,0.015453,
juno12956q36awze2qhhllln2jp80gpk0rn9hsknxpz,cosmos12956q36awze2qhhllln2jp80gpk0rn9hxysax7,0.015447,
juno1j0jp2zgevz4ck2c87a9a38z8f484n5gmhuvzjh,cosmos1j0jp2zgevz4ck2c87a9a38z8f484n5gmpw0e4t,0.015443,
juno1fe37axargk0kcdc740tneers4mpm2mksavka6m,cosmos1fe37axargk0kcdc740tneers4mpm2mkst74xa8,0.015441,
juno1sdh52xvxdpekwut2cd9ykvca8kefupwkayjter,cosmos1sdh52xvxdpekwut2cd9ykvca8kefupwktk3s7l,0.015429,
juno1azm05djlz0l5g5gv35t5lr8f9503x3kjrehtpr,cosmos1azm05djlz0l5g5gv35t5lr8f9503x3kj4t5sxl,0.015423,
juno1ddc2vvss6nfhc23h24atyr4wxhs4wtxsvnmenh,cosmos1ddc2vvss6nfhc23h24atyr4wxhs4wtxs6pcz5t,0.015417,
juno139jj8fkzyaawd6hrqvz95htc329gpgxsr3utf5,cosmos139jj8fkzyaawd6hrqvz95htc329gpgxs4rlswg,0.015405,
juno1a32aeuy3jkhx90g2lxrq4ll90rezvd5f8pay2z,cosmos1a32aeuy3jkhx90g2lxrq4ll90rezvd5f3n7ld7,0.015375,
juno13aw57fsc464v9zw9tnlmd64cgn5xtlzty9cekm,cosmos13aw57fsc464v9zw9tnlmd64cgn5xtlztjhmz38,0.015372,
juno1tqx9et0gu0u9uhxe9w2jjv5zhtne282jhanmnl,cosmos1tqx9et0gu0u9uhxe9w2jjv5zhtne282jp0sq5r,0.015370,
juno13jlfe5qyy6fu37ym05qvh4f4ws82y3f437w0vh,cosmos13jlfe5qyy6fu37ym05qvh4f4ws82y3f48vd5tt,0.015366,
juno1950c06wgd6ctv2usqytjsdzhww279hlcc8rg7d,cosmos1950c06wgd6ctv2usqytjsdzhww279hlcw4qne3,0.015360,
juno1mrkd0zzgrepf6xma8fzjc7ffysf6dnkct857vg,cosmos1mrkd0zzgrepf6xma8fzjc7ffysf6dnkca4h9t5,0.015360,
juno1nk60nfakquzvahka2zc78p9t280dhpm7ly2488,cosmos1nk60nfakquzvahka2zc78p9t280dhpm7fkfwqm,0.015357,
juno1lxjq9yjcf5udthrs6hg4j9wal47qm8qv9pysds,cosmos1lxjq9yjcf5udthrs6hg4j9wal47qm8qvnn8t2v,0.015348,
juno15hweqw7j5s0vx3e4nvjcuxf8zyup04tx2g00c7,cosmos15hweqw7j5s0vx3e4nvjcuxf8zyup04txu6v5lz,0.015327,
juno1n3499h0hf99wgsq0fxfhr4txevqkl5mh6meuus,cosmos1n3499h0hf99wgsq0fxfhr4txevqkl5mhvf68mv,0.015327,
juno1gq2r0w7hlwa3efl8kkg66708rkfsamfasu9cve,cosmos1gq2r0w7hlwa3efl8kkg66708rkfsamfaxwxrt9,0.015326,
juno1f9fad6rmzrflpk3hx7rmdxus65p8wh49qn0vh5,cosmos1f9fad6rmzrflpk3hx7rmdxus65p8wh49kpvhsg,0.015318,
juno1xwpmagj36lewx4xltct6avcwvhnc5a3p3d2e7p,cosmos1xwpmagj36lewx4xltct6avcwvhnc5a3p8lfzea,0.015304,
juno1wxrrj0ghuuh88d2yqf2wkwkg478kld83t0ssaw,cosmos1wxrrj0ghuuh88d2yqf2wkwkg478kld83aant6j,0.015301,
juno1g8997u60whyd9lxhmdf3c24xfmzw3uvnrcl0xl,cosmos1g8997u60whyd9lxhmdf3c24xfmzw3uvn42u5pr,0.015299,
juno1q2kxp9zxcn2434haqsj3heyda0zxn98l7k90ez,cosmos1q2kxp9zxcn2434haqsj3heyda0zxn98lgyx577,0.015294,
juno1p98fj69uq3j5lmkgn3rnmlekysajzj6ez5zu6m,cosmos1p98fj69uq3j5lmkgn3rnmlekysajzj6e5xp8a8,0.015287,
juno1fm68jvjpk0g7dvdq75czjynyszeaduxtj0k8g9,cosmos1fm68jvjpk0g7dvdq75czjynyszeaduxtya4u0e,0.015276,
juno1syslr22psalk8qz2m7wh5pz3d6rsz58wjwws7j,cosmos1syslr22psalk8qz2m7wh5pz3d6rsz58wyudtew,0.015273,
juno1hpjkru89chml504l0zpl3llgt8lqf4p4xzchrf,cosmos1hpjkru89chml504l0zpl3llgt8lqf4p4ssmvy4,0.015261,
juno1sacxasug05chaw3k3hnm5lnmatg0ua2sqe9qt0,cosmos1sacxasug05chaw3k3hnm5lnmatg0ua2sktxmvn,0.015247,
juno1pttkfxmmjmt4mw42gacsrcmtxscw54sf4kt62s,cosmos1pttkfxmmjmt4mw42gacsrcmtxscw54sfrygpdv,0.015246,
juno16a24tysqtre4234lafk75ptawyr4yqwp0cjv56,cosmos16a24tysqtre4234lafk75ptawyr4yqwpe23hnx,0.015238,
juno1yuze82stcdk3md09xpsf07mx6efx2ds0ydvd9v,cosmos1yuze82stcdk3md09xpsf07mx6efx2ds0jl0kzs,0.015228,
juno1dp675vxxvh6nd49gvzfdl0ar05x89d2m83esd9,cosmos1dp675vxxvh6nd49gvzfdl0ar05x89d2m3r6t2e,0.015219,
juno1j40egeal45sw5n43640s52jf04qccsgknql6xx,cosmos1j40egeal45sw5n43640s52jf04qccsgk9jupp6,0.015214,
juno12xey38m0wmngaqk9477jq53kuc6q20unwtkxkd,cosmos12xey38m0wmngaqk9477jq53kuc6q20unce4a33,0.015210,
juno1rfxeq446hfukeknhsnp9pfkl58pej0pkazp20t,cosmos1rfxeq446hfukeknhsnp9pfkl58pej0pktsz3gh,0.015209,
juno1yv9rankmmqxrzcrk8dcqw2xqmea7dwl8cp59fv,cosmos1yv9rankmmqxrzcrk8dcqw2xqmea7dwl8wnh7ws,0.015204,
juno1t0nsshxeuaulg47lckcare8nmq2fwjxp2gte6y,cosmos1t0nsshxeuaulg47lckcare8nmq2fwjxpu6gzac,0.015203,
juno12z7wgtawvgq5wg0puq76xn2wxqrdgk54xrj6tw,cosmos12z7wgtawvgq5wg0puq76xn2wxqrdgk54s33pvj,0.015201,
juno13de7nda0mjxrvq3qckyu9x8ack85p4a84pk6tj,cosmos13de7nda0mjxrvq3qckyu9x8ack85p4a8rn4pvw,0.015201,
juno13vvm3w7dd9equrlwrptf35af87744qs5zg8vv6,cosmos13vvm3w7dd9equrlwrptf35af87744qs556yhtx,0.015201,
juno166t0u7z4x5zuslehd5fpqxxcfcvq8xsn3sztn9,cosmos166t0u7z4x5zuslehd5fpqxxcfcvq8xsn8zps5e,0.015201,
juno1dv8menxzyjn6g8y9uycjawqce49gvcy5l8wrhd,cosmos1dv8menxzyjn6g8y9uycjawqce49gvcy5f4dcs3,0.015201,
juno1ha779s8n9wafzg20hdftzvvmqvt84alcuh8nmd,cosmos1ha779s8n9wafzg20hdftzvvmqvt84alc29ygu3,0.015201,
juno1l35805r3kddsgd2d6mv90yut29kc9ah588rdu6,cosmos1l35805r3kddsgd2d6mv90yut29kc9ah534qkmx,0.015201,
juno1m0w7xys09ze374fjrqeky7u7fhyueqpfckjqyj,cosmos1m0w7xys09ze374fjrqeky7u7fhyueqpfwy3mrw,0.015201,
juno1m7ymyxndrhgcrnpttkepamuc35faymkeczysc9,cosmos1m7ymyxndrhgcrnpttkepamuc35faymkews8tle,0.015201,
juno1tvq4wpyflytym2e2yme2wpyj4yc2yqtw5qvtdk,cosmos1tvq4wpyflytym2e2yme2wpyj4yc2yqtwzj0s22,0.015201,
juno1wf7lk7aexh3wnn8rsnh5gt8fpe0mqgzx58w68p,cosmos1wf7lk7aexh3wnn8rsnh5gt8fpe0mqgzxz4dpqa,0.015201,
juno1yulxwf8l7exx9g9t0p2lnm5kx9nj7t8c7ywchl,cosmos1yulxwf8l7exx9g9t0p2lnm5kx9nj7t8cgkdrsr,0.015201,
juno180uxky5csn9q5cr2anvjcqnz7tmzzftyxd3trn,cosmos180uxky5csn9q5cr2anvjcqnz7tmzzftysljsy0,0.015200,
juno1cwr9v9vpxpn8ang9tqpzucjvn70fcxrkx28k34,cosmos1cwr9v9vpxpn8ang9tqpzucjvn70fcxrkscydkf,0.015200,
juno1vegn7sps6e0wl5ssegtl7kp5n7uae2j074vcaf,cosmos1vegn7sps6e0wl5ssegtl7kp5n7uae2j0g80r64,0.015200,
juno1vslatg3thnrjrulf4ysdgse3wph22vqc7nt4af,cosmos1vslatg3thnrjrulf4ysdgse3wph22vqcgpgw64,0.015200,
juno1xlmf6v43sgw4yepuzrs7q56st2eat9xyrfh9m9,cosmos1xlmf6v43sgw4yepuzrs7q56st2eat9xy4m57ue,0.015200,
juno1zcnr6gafuuenkppxmzshdrrfdt3hngpjmw6jav,cosmos1zcnr6gafuuenkppxmzshdrrfdt3hngpjduef6s,0.015200,
juno1u832ltjexq2r4e4tvhu64krrw4d3csprec88ft,cosmos1u832ltjexq2r4e4tvhu64krrw4d3cspr02yuwh,0.015191,
juno19cclek5ysx9l8k27ln97t47xrazl5yrwqg9wgm,cosmos19cclek5ysx9l8k27ln97t47xrazl5yrwk6x408,0.015187,
juno14thm4pl40ctsl552n48s0fc89smrwyd46kyass,cosmos14thm4pl40ctsl552n48s0fc89smrwyd4vy8xhv,0.015182,
juno1ej4hw9zvn8wz559xkrdcerjcauagr3xsuexxd2,cosmos1ej4hw9zvn8wz559xkrdcerjcauagr3xs2t9a2k,0.015178,
juno1f7d2t8elxv78xqaqfsr89su7d3j2zkqj9fm9zm,cosmos1f7d2t8elxv78xqaqfsr89su7d3j2zkqjnmc798,0.015152,
juno1vaev8442etfm2xh07agz0ndg4vk6927qefu8c2,cosmos1vaev8442etfm2xh07agz0ndg4vk6927q0mlulk,0.015140,
juno1q5zy48r58kwp06f0ewhl0v3sp67kqyfcdarvgy,cosmos1q5zy48r58kwp06f0ewhl0v3sp67kqyfcm0qh0c,0.015136,
juno18jujunt8h2h8r3p7lce2fu626pknn6n2q329zl,cosmos18jujunt8h2h8r3p7lce2fu626pknn6n2krf79r,0.015130,
juno1dmljp82z22r6tjajhcrkwnyfeqtapzuh6mwfx6,cosmos1dmljp82z22r6tjajhcrkwnyfeqtapzuhvfdjpx,0.015116,
juno1fjynp28kq45hjmuvfenvxvkn6528qzqrnjy67f,cosmos1fjynp28kq45hjmuvfenvxvkn6528qzqr9q8pe4,0.015114,
juno183te77y6zn4zmmfnlqmpev0hetrz4h4gyz68gs,cosmos183te77y6zn4zmmfnlqmpev0hetrz4h4gjseu0v,0.015106,
juno1f4uft78lxjkcn2dt22532ghptv4tmyjmly0a4r,cosmos1f4uft78lxjkcn2dt22532ghptv4tmyjmfkvxjl,0.015097,
juno1tzamymwq34kgx7jr0q0cghx32uv4tygp0ve6uj,cosmos1tzamymwq34kgx7jr0q0cghx32uv4tygpe76pmw,0.015091,
juno13977t3tl6xdde7rkykhns6tl54pmm4yr9jq2ps,cosmos13977t3tl6xdde7rkykhns6tl54pmm4yrnqr3xv,0.015084,
juno12qm8scvry06zrtj7cpw9yv0xlpsusfsldtdjkv,cosmos12qm8scvry06zrtj7cpw9yv0xlpsusfslmewf3s,0.015082,
juno1rx3gzrtjv2vycp3v65h82fyqy2zjt66zw6l6ka,cosmos1rx3gzrtjv2vycp3v65h82fyqy2zjt66zcgup3p,0.015079,
juno1nux8tsg8jsyw8tj8nms0vp7mnxum6z3a5vp0m3,cosmos1nux8tsg8jsyw8tj8nms0vp7mnxum6z3az7z5ud,0.015074,
juno1pan0gdzn9upzyez7px3j4rt4xtjta7aqa6lrqz,cosmos1pan0gdzn9upzyez7px3j4rt4xtjta7aqtguc87,0.015067,
juno1dppucg8gqww52hlsezyqzejgepjxraxxvujp0y,cosmos1dppucg8gqww52hlsezyqzejgepjxraxx6w36gc,0.015066,
juno1dp5qa82jfl38yzrayjvyazxdy8arsmw6eyque3,cosmos1dp5qa82jfl38yzrayjvyazxdy8arsmw60kr87d,0.015062,
juno1khqgzld7npaqzl60ggvcmvwem2dpuqlsu9y073,cosmos1khqgzld7npaqzl60ggvcmvwem2dpuqls2h85ed,0.015060,
juno1p6cyy95k2cj8axdscle3j6rejk78xqwyyzaykq,cosmos1p6cyy95k2cj8axdscle3j6rejk78xqwyjs7l3u,0.015060,
juno10tv9yldam7u3tm0vvmdk20c3d5shny93qh847s,cosmos10tv9yldam7u3tm0vvmdk20c3d5shny93k9ywev,0.015058,
juno1mk8k9eag6av92xq5hqfudzanhg2lm2ucv6n04p,cosmos1mk8k9eag6av92xq5hqfudzanhg2lm2uc6gs5ja,0.015058,
juno1lvlgl04t884exvk7ugxwe6tqh2tf3qfjmag63r,cosmos1lvlgl04t884exvk7ugxwe6tqh2tf3qfjd0tpkl,0.015057,
juno1gsrrch55tkdxcx88f076etpl32sxyfxull8d9g,cosmos1gsrrch55tkdxcx88f076etpl32sxyfxufdykz5,0.015051,
juno1cvvar29zzsq2952dhxm5fny07j8z9ycm84zejj,cosmos1cvvar29zzsq2952dhxm5fny07j8z9ycm38pz4w,0.015049,
juno15f3k0cjfr5lhz7s2yfmz6n5jep269kgv024lwd,cosmos15f3k0cjfr5lhz7s2yfmz6n5jep269kgveckyf3,0.015048,
juno1a3848zs79q6up6plxnr000lfzw2uv4jl4tzjdg,cosmos1a3848zs79q6up6plxnr000lfzw2uv4jlrepf25,0.015048,
juno1hsquxtkmswvpxqkk3dpel7ucu9vpj48m3vetmn,cosmos1hsquxtkmswvpxqkk3dpel7ucu9vpj48m876su0,0.015048,
juno1y5dvs4zmuuxjj6dlxpgk7gfalqxj8lq5hsk258,cosmos1y5dvs4zmuuxjj6dlxpgk7gfalqxj8lq5pz43nm,0.015046,
juno1aus0ca6jvec3xfdsw3v3etpjxmq26qzu2wjke9,cosmos1aus0ca6jvec3xfdsw3v3etpjxmq26qzuuu3d7e,0.015042,
juno1ja2dyk0nhqr2eth22zkd4jfslulwtkjlt4w5n5,cosmos1ja2dyk0nhqr2eth22zkd4jfslulwtkjla8d05g,0.015030,
juno1t3tpffqf9f23sx8xlxch769tsqhl2myrnvtwjs,cosmos1t3tpffqf9f23sx8xlxch769tsqhl2myr97g44v,0.015027,
juno195dljw32scsjarlq7kskrevgmjc5cyy7zqhwd8,cosmos195dljw32scsjarlq7kskrevgmjc5cyy75j542m,0.015008,
juno1ztgpka7hc382pkl02wlzejv80lvl8qx2ah0haq,cosmos1ztgpka7hc382pkl02wlzejv80lvl8qx2t9vv6u,0.014993,
juno1ea7qldw3v8tz9jk2g5uxn5xwnfcvh9d9ua7tty,cosmos1ea7qldw3v8tz9jk2g5uxn5xwnfcvh9d920asvc,0.014986,
juno145x7c33ulcz9zzqmzkjydtf4xtmuwe9u5xpjua,cosmos145x7c33ulcz9zzqmzkjydtf4xtmuwe9uz5zfmp,0.014976,
juno1823hxynu9yyr7n7ny3gzymlq57g8tzsqymt6gz,cosmos1823hxynu9yyr7n7ny3gzymlq57g8tzsqjfgp07,0.014976,
juno1vy4dvqxztk2wzu24ppkeevmdnf3eyelucnlz3d,cosmos1vy4dvqxztk2wzu24ppkeevmdnf3eyeluwpuek3,0.014976,
juno1cyzcp7ejhuluca2rj3ew2r2h34vppjt3mrv6ur,cosmos1cyzcp7ejhuluca2rj3ew2r2h34vppjt3d30pml,0.014956,
juno12e305405f2r6x4vqggu7rmmggsv4wtx9qycyxq,cosmos12e305405f2r6x4vqggu7rmmggsv4wtx9kkmlpu,0.014952,
juno1uk8urpp9s3nj9ld39wvffxhq0penumyghgv2n9,cosmos1uk8urpp9s3nj9ld39wvffxhq0penumygp6035e,0.014930,
juno10x097k0xwxeu5zpwxc0tvk40z4kdfwycge3kj3,cosmos10x097k0xwxeu5zpwxc0tvk40z4kdfwyc7tjd4d,0.014914,
juno1dyr59r2r7ecfn80668rstm9j9mv85xdtn9wq2t,cosmos1dyr59r2r7ecfn80668rstm9j9mv85xdt9hdmdh,0.014907,
juno10dwq9tyn4u7763ng5gq7c4sqt7qswdndmyfvu7,cosmos10dwq9tyn4u7763ng5gq7c4sqt7qswdnddk2hmz,0.014906,
juno177e6ustm3zrp9nv377066w9j79lsuynujsyl66,cosmos177e6ustm3zrp9nv377066w9j79lsuynuyz8yax,0.014906,
juno1gwfpndu75tdv546gx7emtqdlr4dz2xv938vzf8,cosmos1gwfpndu75tdv546gx7emtqdlr4dz2xv9840ewm,0.014899,
juno1du738xhc4sh0wj3gwjz7chj0tl4mf0dfpn5ywz,cosmos1du738xhc4sh0wj3gwjz7chj0tl4mf0dfhphlf7,0.014892,
juno170mzyf924fjzhs4c67jruhhf73sq2xnum3xzqr,cosmos170mzyf924fjzhs4c67jruhhf73sq2xnudr9e8l,0.014873,
juno1yg8zetcd8xmz0tyhxzvnudm8rvj3scrfc33jad,cosmos1yg8zetcd8xmz0tyhxzvnudm8rvj3scrfwrjf63,0.014864,
juno1d0c8ngta2c4yexw32ca7k5ylj07ydly6r6zpka,cosmos1d0c8ngta2c4yexw32ca7k5ylj07ydly64gp63p,0.014840,
juno1sutdw047xwz95sawcusrykq9jt4pphmqg8ud6f,cosmos1sutdw047xwz95sawcusrykq9jt4pphmq74lka4,0.014839,
juno1wkwsp5jzg7ezlx6rv5khhj6vhpp2puk3vl7yrk,cosmos1wkwsp5jzg7ezlx6rv5khhj6vhpp2puk36daly2,0.014831,
juno1rw84rvzsv87wnfg3xtgsm89ct83f280aw0slxu,cosmos1rw84rvzsv87wnfg3xtgsm89ct83f280acanypq,0.014828,
juno1nnncp955an8pp4sy3cx2ednlrcz50yyccy8vuk,cosmos1nnncp955an8pp4sy3cx2ednlrcz50yycwkyhm2,0.014825,
juno13lpj8r4pxrn7ndgyr2ppkmwlez9feq6eae527f,cosmos13lpj8r4pxrn7ndgyr2ppkmwlez9feq6etth3e4,0.014816,
juno1w97fcnrwx858nqherfsft6d0a8w8kxwjdxqphn,cosmos1w97fcnrwx858nqherfsft6d0a8w8kxwjm5r6s0,0.014812,
juno1yt44wcwzduxdsd55mlzqcq98teyny6h8vz58mh,cosmos1yt44wcwzduxdsd55mlzqcq98teyny6h86shuut,0.014811,
juno18x6467nfg7ca6udce42dahw85ae7sldrnj05yu,cosmos18x6467nfg7ca6udce42dahw85ae7sldr9qv0rq,0.014810,
juno1pjmxc2382xtgs62c8h64f0esgcp45rspvjpp5n,cosmos1pjmxc2382xtgs62c8h64f0esgcp45rsp6qz6n0,0.014802,
juno1yq3q4j3xg5gywqzpq7qamaz5zhnsqpmnn8pgfl,cosmos1yq3q4j3xg5gywqzpq7qamaz5zhnsqpmn94znwr,0.014802,
juno1zwq4dxefsxd438gfwydduhw96rls6eshgq6yj6,cosmos1zwq4dxefsxd438gfwydduhw96rls6esh7jel4x,0.014802,
juno1dcucwrph7uvqt47u36vn7nye9and8zehhkg4g8,cosmos1dcucwrph7uvqt47u36vn7nye9and8zehpytw0m,0.014796,
juno1za2uuu8w5h79rq78tvd9hj4gqyg9lsqm2quthx,cosmos1za2uuu8w5h79rq78tvd9hj4gqyg9lsqmujlss6,0.014788,
juno1jxd29h6ra4taagzxp7k05f56u50h9r8zpyfmz8,cosmos1jxd29h6ra4taagzxp7k05f56u50h9r8zhk2q9m,0.014785,
juno1xsexvddp9m3p07agkdj0cwfwqmxznw9psnk9ne,cosmos1xsexvddp9m3p07agkdj0cwfwqmxznw9pxp4759,0.014784,
juno1gfqxv7muxkf50xq0fqk3kmcjdhp3tde9gqv367,cosmos1gfqxv7muxkf50xq0fqk3kmcjdhp3tde97j02az,0.014774,
juno19ywuxeyx47cjz8ctpa4w6mu3t89z0ld6mwdhaz,cosmos19ywuxeyx47cjz8ctpa4w6mu3t89z0ld6duwv67,0.014772,
juno1e945hhryevzfmy6lnlyzpmud8fnqyul9u6dsxy,cosmos1e945hhryevzfmy6lnlyzpmud8fnqyul92gwtpc,0.014744,
juno1n6kscvpfdk434f5xtc8qek0rddukvkvyyjx70l,cosmos1n6kscvpfdk434f5xtc8qek0rddukvkvyjq99gr,0.014733,
juno15ensuz63h8cqz5sk3th0c4dvkenlhz5w2hm97w,cosmos15ensuz63h8cqz5sk3th0c4dvkenlhz5wu9c7ej,0.014723,
juno1raxnf3ejufjckap3jr69xm7ps7ddmktkcnqa08,cosmos1raxnf3ejufjckap3jr69xm7ps7ddmktkwprxgm,0.014722,
juno1umjd5hlhqv7zv3mw3kajjz30qcf00rz0alfu44,cosmos1umjd5hlhqv7zv3mw3kajjz30qcf00rz0td28jf,0.014704,
juno1nlvadp7qclxugjwu2r36epp659y8xg3qz3eyvk,cosmos1nlvadp7qclxugjwu2r36epp659y8xg3q5r6lt2,0.014694,
juno1dpdnw0hwjsdeat95z49mc27ndyjwa5mzj00pfp,cosmos1dpdnw0hwjsdeat95z49mc27ndyjwa5mzyav6wa,0.014691,
juno1qrr7syws24d4hwvcqslwtp8sy2wm0ssme6k8k4,cosmos1qrr7syws24d4hwvcqslwtp8sy2wm0ssm0g4u3f,0.014642,
juno1ynyd20u2nu2nx7v8a83m9taqrse9jhx6v0uqht,cosmos1ynyd20u2nu2nx7v8a83m9taqrse9jhx66almsh,0.014626,
juno1atasr6jurjqc9gjpy2cm0rvrwculkcqr7wkpmw,cosmos1atasr6jurjqc9gjpy2cm0rvrwculkcqrgu46uj,0.014625,
juno1cqahcult0svc84t6dwlqkfn8jfn857df9lrxen,cosmos1cqahcult0svc84t6dwlqkfn8jfn857dfndqa70,0.014625,
juno1f8zht7zm0fgtrgc9mkddpuc5xpdpyphx8kr8cg,cosmos1f8zht7zm0fgtrgc9mkddpuc5xpdpyphx3yqul5,0.014625,
juno1hmzn66pfq89janv4955vctpcjdqt0shasm6t8j,cosmos1hmzn66pfq89janv4955vctpcjdqt0shaxfesqw,0.014625,
juno1ag2m3nr793t92dz5cvffacj8vujrxqrdjhfp45,cosmos1ag2m3nr793t92dz5cvffacj8vujrxqrdy926jg,0.014616,
juno1u0zhgu9tgh4kq9x0t7tar76s3nffxt9u24m65m,cosmos1u0zhgu9tgh4kq9x0t7tar76s3nffxt9uu8cpn8,0.014586,
juno1du9ka50qj04jhqp4syphwsg6ky0nvuzxap3tup,cosmos1du9ka50qj04jhqp4syphwsg6ky0nvuzxtnjsma,0.014577,
juno1g5eme48375ace4f6xkqhy6djad6q3g4kp2xrg7,cosmos1g5eme48375ace4f6xkqhy6djad6q3g4khc9c0z,0.014562,
juno1c5g8xw3dfcxypw65j7aa4j29hetr4wy4ju0fpa,cosmos1c5g8xw3dfcxypw65j7aa4j29hetr4wy4ywvjxp,0.014552,
juno17dtccqyxwsztn96qgxzezatz8n8vctqndwutsn,cosmos17dtccqyxwsztn96qgxzezatz8n8vctqnmulsh0,0.014549,
juno1x6hzgmvdhnl8alenka9nukt5j30dc0yadvqxlv,cosmos1x6hzgmvdhnl8alenka9nukt5j30dc0yam7racs,0.014548,
juno1l39zj3tlydecax74a8wwaxf9dryme86ha27mq6,cosmos1l39zj3tlydecax74a8wwaxf9dryme86htcaq8x,0.014530,
juno1lkhwceycq45h33u2lryrgllu8mcta2xrzg2d3u,cosmos1lkhwceycq45h33u2lryrgllu8mcta2xr56fkkq,0.014527,
juno1cqkqvfljk3jakmpyeuysklmngn6ru08edw3v03,cosmos1cqkqvfljk3jakmpyeuysklmngn6ru08emujhgd,0.014513,
